id,districtid,regionid,udise,collegename,stream,status,medium,subject,choicecode,ReservationDetails,SC,ST,VJA,NTB,NTC,NTD,OBC,SBC,SEBC,EWS,General,round_id
136,Thane,Amravati,272027664,Elphinstone Andheri College of Arts & Science,Science,A,English,General,28141,Open,87.31,86.5,87.24,84.45,94.14999999999999,,86.64999999999999,88.07,88.84,86.35,89.85,1
137,Nashik,Aurangabad,272088526,K.C. Thane College of Commerce,Commerce,A,English,General,98403,Reserved,88.82000000000001,92.78,,87.38,86.93,,94.62,,89.61,93.78,93.26,3
138,Mumbai,Aurangabad,272099066,R.D. Andheri College of Arts & Science,Commerce,U,Marathi,Commerce,59789,Open,78.67999999999999,74.54,82.0,,78.9,80.54,76.61,76.05,76.35,79.51,82.19,1
139,Thane,Pune,272033669,Pt. Airoli College of Arts & Science,Science,G,Marathi,Commerce,99410,Reserved,88.28,89.47,85.60000000000001,,87.91,88.69,90.78,91.19,91.43,90.44,92.31,3
140,Nashik,Nagpur,272017679,S.M. Ghatkopar College of Commerce,Arts,G,Marathi,Arts,57779,Open,69.19000000000001,59.900000000000006,65.67,68.16000000000001,63.00000000000001,64.79,62.45000000000001,63.550000000000004,69.47000000000001,69.93,68.98,1
141,Nagpur,Nashik,272072620,Dr. Dadar College of Arts & Science,Arts,U,English,Science,35726,Reserved,67.44,67.87,66.48,70.31,69.77000000000001,68.73,68.48,,71.4,65.41000000000001,71.45,1
142,Nashik,Nashik,272057358,S.M. Ghatkopar College of Commerce,Science,U,English,General,70148,Reserved,60.03,62.34,,,65.94,,66.04,62.43,58.59,60.730000000000004,63.11,2
143,Nagpur,Konkan,272042295,Gokhale Thane College of Arts & Science,Commerce,U,Semi-English,Arts,91807,Reserved,85.31,80.76,81.96,,78.37,,82.5,,82.81,85.53999999999999,84.48,2
144,Nagpur,Nashik,272060002,Dr. Dadar Institute,Science,A,English,Arts,36252,Reserved,65.46000000000001,65.24000000000001,,69.27000000000001,,59.53,66.82000000000001,68.43,63.150000000000006,68.06,65.62,1
145,Pune,Amravati,272015831,Pt. Andheri College of Commerce,Science,A,Marathi,Science,33894,Open,67.54,59.400000000000006,65.99000000000001,,65.85000000000001,61.980000000000004,62.720000000000006,,65.86,68.48,65.13000000000001,1
146,Mumbai,Pune,272056040,Tilak Mulund College of Arts & Science,Science,A,Marathi,General,26670,Open,65.34,62.56,,57.29,65.97,58.15,58.7,63.89,58.56,62.35,63.79,3
147,Nashik,Konkan,272024862,Rajmata Mulund Junior College,Commerce,G,Marathi,Commerce,21566,Reserved,54.79,57.2,60.5,54.99,51.64,57.21,59.32,54.91,59.42,53.15,60.82,1
148,Mumbai,Nashik,272019225,Smt. Bhandup Junior College,Commerce,U,Marathi,Arts,85950,Open,85.21,87.58999999999999,84.5,,87.96,,88.86,,88.72,88.97999999999999,89.78999999999999,2
149,Nagpur,Nashik,272072191,Tilak Kalwa Junior College,Science,A,Semi-English,General,19953,Open,67.53,69.24,66.45,,63.910000000000004,71.61,71.23,68.67,72.24000000000001,67.24,67.81,2
150,Pune,Nagpur,272020303,Smt. Borivali College of Arts & Science,Science,U,English,General,43865,Open,78.01,75.92,76.86,,73.84,76.22,73.44,77.64,78.92,77.67,78.13,2
151,Mumbai,Pune,272065375,R.D. Andheri College of Arts & Science,Arts,A,Semi-English,Arts,41965,Open,94.73,91.04,97.2,99.5,,,93.10000000000001,,99.53,99.52000000000001,94.77000000000001,1
152,Thane,Konkan,272099491,Shree Bhandup Institute,Science,G,English,General,91758,Open,74.0,65.03,68.42999999999999,,71.88,,74.53999999999999,74.92999999999999,72.05,76.44,72.63,2
153,Nagpur,Pune,272018109,R.D. Thane College of Arts & Science,Science,A,English,Science,11741,Open,92.87,88.56,95.96000000000001,88.55,89.96000000000001,90.53,91.03,95.62,89.85000000000001,89.47,92.89,1
154,Thane,Konkan,272039762,K.C. Ghatkopar College of Arts & Science,Commerce,G,English,General,70116,Open,62.55,58.269999999999996,,59.489999999999995,65.83,63.86,62.75,68.0,61.37,65.6,66.45,1
155,Mumbai,Nashik,272088119,Elphinstone Bhandup College of Commerce,Arts,U,Marathi,Science,12785,Reserved,68.67,59.059999999999995,70.3,61.93,,65.61,70.61,,63.779999999999994,65.44,65.92,2
156,Mumbai,Pune,272080492,K.C. Airoli College of Arts & Science,Science,A,English,Arts,57427,Reserved,54.17,55.88,52.52,58.32,57.07,,60.79,,52.38,60.1,59.97,3
157,Mumbai,Pune,272082776,Dr. Andheri Institute,Commerce,A,English,General,47291,Open,89.27000000000001,81.84,84.08,,86.35000000000001,84.57000000000001,89.21000000000001,87.52000000000001,90.08,82.92,87.97,1
158,Nashik,Amravati,272061758,K.C. Dadar College of Arts & Science,Arts,U,English,Science,72683,Open,65.63,59.64,61.14,65.48,,65.32,66.17999999999999,64.79,64.24,67.16,67.05,1
159,Nagpur,Nagpur,272037150,Shree Kalwa Institute,Science,U,Semi-English,Science,98049,Open,77.0,75.65,,72.34,,,81.06,,72.68,82.01,80.03,2
160,Nagpur,Pune,272065213,Elphinstone Dadar Vidyalaya,Commerce,U,Semi-English,General,41882,Reserved,80.7,79.03999999999999,83.75,82.82,84.33,82.64999999999999,82.22999999999999,,84.69,82.55,84.32,1
161,Nagpur,Konkan,272051207,R.D. Thane Institute,Science,G,Marathi,Arts,65225,Open,55.41,49.879999999999995,58.489999999999995,56.699999999999996,56.91,58.78,60.47,53.82,58.199999999999996,55.51,58.099999999999994,2
162,Nashik,Amravati,272042578,Rajmata Borivali Vidyalaya,Commerce,U,Marathi,Commerce,16562,Reserved,87.64,84.28,84.74000000000001,,80.55000000000001,,88.89,79.68,85.99000000000001,87.24000000000001,88.34,3
163,Mumbai,Pune,272063843,K.C. Dadar College of Arts & Science,Commerce,U,English,Commerce,24944,Reserved,84.99000000000001,85.66000000000001,,91.24000000000001,89.51,83.11,89.77000000000001,85.41000000000001,85.93,87.69000000000001,90.60000000000001,3
164,Mumbai,Pune,272094884,Dr. Bhandup College of Arts & Science,Commerce,A,English,General,53853,Open,61.0,54.85,57.29,,57.45,52.68,60.27,60.1,53.54,54.09,61.71,1
165,Thane,Amravati,272026484,Dr. Andheri Institute,Science,G,Semi-English,General,74597,Open,87.03,87.88,,,86.72,90.53,87.08,,86.66,95.45,93.32,2
166,Nashik,Nashik,272023108,Gokhale Thane College of Arts & Science,Arts,U,English,Commerce,93956,Reserved,64.73,61.980000000000004,72.39,64.58,68.58,67.68,66.3,71.7,64.58,63.440000000000005,71.57000000000001,3
167,Pune,Pune,272077458,Shree Bhandup Institute,Science,U,English,Arts,86905,Reserved,66.39,66.81,71.75,67.8,63.17,71.07000000000001,64.28,69.42,71.18,64.85000000000001,71.67,1
168,Nashik,Aurangabad,272085925,Tilak Kalwa Institute,Science,U,English,Science,24980,Reserved,61.06,51.19,60.3,,54.01,,53.92,,53.019999999999996,59.31,61.75,2
169,Thane,Nagpur,272044066,Rajmata Borivali Junior College,Science,G,English,Commerce,20828,Open,95.57000000000001,94.85000000000001,97.62,93.63000000000001,,97.71000000000001,92.21000000000001,,88.8,96.56,95.67,1
170,Thane,Nashik,272052946,K.C. Dadar College of Commerce,Commerce,G,English,Arts,53090,Open,93.99000000000001,85.10000000000001,91.75,,,,87.0,89.21000000000001,90.34,93.57000000000001,91.09,1
171,Thane,Pune,272058809,N.S. Mulund College of Commerce,Commerce,A,Marathi,Commerce,14868,Reserved,79.35000000000001,75.04,85.04,82.77000000000001,80.64,,82.64,85.26,77.82000000000001,85.12,84.53,3
172,Mumbai,Nashik,272088576,Pt. Bhandup College of Commerce,Science,A,English,Arts,22606,Open,91.39,83.56,88.77000000000001,,90.21000000000001,,92.25,86.27000000000001,86.46000000000001,93.12,93.84,2
173,Pune,Konkan,272017315,Dr. Mulund College of Commerce,Commerce,A,Marathi,Commerce,15748,Reserved,72.03999999999999,68.78,73.39999999999999,69.36999999999999,,,66.94,,65.99,71.92,74.97,1
174,Thane,Nashik,272059674,Tilak Dadar Institute,Science,G,English,Arts,19075,Reserved,83.76,82.61,,88.64,91.27000000000001,,92.78,90.93,89.29,85.38000000000001,90.58,3
175,Nagpur,Amravati,272073636,Tilak Dadar Institute,Commerce,G,English,Arts,62031,Reserved,84.33,86.28999999999999,,90.44999999999999,89.89999999999999,,86.02999999999999,85.08,87.97,88.61,93.57,2
176,Mumbai,Pune,272011006,Smt. Thane Vidyalaya,Science,A,English,Arts,29843,Open,62.29,63.459999999999994,,61.94,,64.78999999999999,66.97,,61.099999999999994,63.64,66.83,3
177,Pune,Nashik,272016442,Shree Kalwa Institute,Commerce,G,Marathi,Science,64926,Reserved,76.15,80.62,,,77.2,,73.88000000000001,,82.69,75.11,80.63000000000001,1
178,Nagpur,Aurangabad,272013247,Gokhale Dadar College of Commerce,Science,A,English,Arts,11168,Reserved,73.65,70.94000000000001,,77.35000000000001,71.48,75.12,79.2,72.54,76.54,78.46000000000001,76.59,1
179,Pune,Konkan,272087872,Dr. Pune Vidyalaya,Arts,A,Marathi,Commerce,14027,Open,64.66,61.94,,59.3,56.61,61.53,61.35,55.17,64.03,54.98,61.11,1
180,Pune,Konkan,272095991,K.C. Kalwa College of Arts & Science,Science,A,Marathi,Arts,76049,Reserved,82.03999999999999,77.63999999999999,84.71,85.75999999999999,,82.35,83.44999999999999,,76.77,81.17999999999999,83.55,2
181,Nagpur,Nashik,272095370,S.M. Kalwa Vidyalaya,Science,U,Marathi,Arts,14285,Reserved,76.33,80.58,,81.84,74.27,75.48,81.98,78.73,81.21,73.5,82.44,1
182,Nashik,Amravati,272085025,Pt. Pune Institute,Science,G,English,General,27635,Reserved,87.88,81.77,86.98,86.29,90.96,85.58,83.89,,82.32,85.74,88.32,1
183,Pune,Konkan,272049470,Rajmata Andheri Institute,Arts,U,English,Arts,62602,Reserved,75.17,77.51,,,78.35000000000001,75.48,71.24000000000001,75.5,72.37,78.17,79.27000000000001,3
184,Nashik,Nashik,272027810,Dr. Pune College of Commerce,Arts,U,English,Arts,55698,Reserved,78.82,73.77,70.53999999999999,73.17,,79.02,70.28,77.77,78.02,76.87,78.66,3
185,Pune,Nashik,272049152,Chhatrapati Airoli College of Arts & Science,Science,A,Marathi,General,83469,Reserved,62.83,61.49,60.56,59.81,59.85,,55.31,,57.18,61.06,59.96,2
186,Nagpur,Konkan,272079514,Tilak Borivali Junior College,Commerce,U,English,Science,84949,Reserved,82.44,73.14999999999999,,75.24,79.0,74.24,80.97999999999999,77.75,75.13,79.19999999999999,82.78,3
187,Pune,Nashik,272086069,Shree Pune Institute,Arts,G,Semi-English,Arts,37385,Reserved,81.99000000000001,82.02000000000001,88.19000000000001,,,,88.23,87.10000000000001,87.73,89.13000000000001,89.28,3
188,Thane,Nashik,272042796,Dr. Thane Vidyalaya,Commerce,A,Semi-English,General,97742,Reserved,66.80000000000001,65.64,66.71000000000001,67.88000000000001,67.60000000000001,,69.01,,62.56,67.30000000000001,70.2,2
189,Thane,Nagpur,272033452,N.S. Ghatkopar Institute,Commerce,G,English,Arts,44295,Open,85.26,89.27000000000001,85.17,90.53,83.72,86.68,90.51,,86.67,89.98,92.04,2
190,Pune,Aurangabad,272016154,Shree Borivali Junior College,Science,A,English,Science,71436,Open,85.13,82.19999999999999,86.11,81.61999999999999,,,81.94999999999999,,85.64,81.28,88.25999999999999,3
191,Nagpur,Nashik,272048445,N.S. Kalwa College of Commerce,Science,A,Marathi,Commerce,54074,Reserved,90.11,85.75,83.06,,87.62,,84.83,91.28,89.54,86.65,91.16000000000001,2
192,Nagpur,Nagpur,272059327,Chhatrapati Kalwa Vidyalaya,Arts,A,English,Arts,88364,Open,86.35000000000001,80.81,87.17,84.68,,85.12,84.89,80.57000000000001,85.59,89.41000000000001,85.21000000000001,1
193,Mumbai,Nagpur,272059157,Elphinstone Bhandup Junior College,Arts,G,English,Commerce,69731,Open,92.31,86.58,89.67,89.4,93.38,,89.3,95.56,97.36,87.57000000000001,92.82000000000001,1
194,Nagpur,Nashik,272099444,R.D. Thane Junior College,Commerce,G,Semi-English,General,82916,Open,60.26,63.64,61.79,60.019999999999996,,63.589999999999996,67.3,,67.17999999999999,63.44,63.87,2
195,Nashik,Amravati,272045910,K.C. Borivali Vidyalaya,Science,A,English,Arts,36647,Open,57.910000000000004,58.61000000000001,60.52,,59.970000000000006,62.82,64.2,,62.050000000000004,54.900000000000006,62.67,3
196,Pune,Konkan,272082974,S.M. Pune Institute,Science,G,Semi-English,General,38921,Open,60.77,64.01,64.19,,,,61.74,67.22,66.09,60.230000000000004,68.47,2
197,Thane,Nagpur,272090398,Wilson Kalwa College of Arts & Science,Commerce,U,Marathi,Commerce,51765,Reserved,70.0,62.71000000000001,65.9,63.230000000000004,,69.4,65.4,,61.03,61.63,70.66,3
198,Nagpur,Nagpur,272067004,Tilak Borivali Junior College,Arts,A,Marathi,Arts,47882,Reserved,75.64,69.29,75.27000000000001,68.17,67.88000000000001,70.63000000000001,73.14,69.32000000000001,70.88000000000001,69.04,73.84,3
199,Thane,Amravati,272066536,Rajmata Thane Institute,Arts,A,English,Commerce,76532,Reserved,92.28999999999999,88.6,89.06,91.52,87.47999999999999,85.13,92.33,88.85,92.11,88.74,91.67,1
200,Mumbai,Pune,272075208,S.M. Airoli Vidyalaya,Arts,G,English,General,75587,Open,56.550000000000004,56.230000000000004,58.620000000000005,56.81,61.260000000000005,,58.72,,59.97,59.79,58.36,2
201,Pune,Amravati,272063799,N.S. Mulund College of Commerce,Commerce,G,Marathi,Science,37134,Open,73.98,73.96000000000001,81.06,74.4,,80.47,78.79,77.87,72.17,71.75,79.2,1
202,Nagpur,Pune,272016553,Rajmata Thane College of Arts & Science,Science,A,English,Science,56944,Open,85.32000000000001,77.61,,,87.26,79.38000000000001,80.58,,84.73,85.06,84.16000000000001,2
203,Thane,Pune,272052844,Tilak Andheri Institute,Science,U,English,Science,74486,Open,54.730000000000004,56.290000000000006,61.95,,60.77,,64.49000000000001,57.0,59.1,63.45,62.13,3
204,Nagpur,Amravati,272067121,S.M. Airoli College of Arts & Science,Arts,A,English,General,21699,Open,74.84,77.2,76.71,,,,76.37,81.1,78.8,78.83,81.50999999999999,2
205,Mumbai,Aurangabad,272044358,K.C. Kalwa College of Commerce,Commerce,U,English,Science,88659,Reserved,76.80999999999999,69.25999999999999,70.11,,73.74,75.47999999999999,77.69,72.44,70.75999999999999,70.42,76.14999999999999,3
206,Thane,Amravati,272031211,Chhatrapati Bhandup College of Commerce,Science,U,English,Arts,34496,Reserved,68.96,65.00999999999999,64.25,63.03999999999999,61.55,65.97,69.11999999999999,60.629999999999995,64.00999999999999,67.55999999999999,67.75,1
207,Thane,Nagpur,272011881,R.D. Dadar College of Arts & Science,Science,G,Marathi,Science,24129,Open,70.97,61.29,68.82,,,69.17,68.2,,64.34,65.67,67.46,2
208,Pune,Konkan,272050729,Vivekanand Dadar College of Commerce,Commerce,U,English,Commerce,47183,Open,86.28,89.0,84.30000000000001,81.64,86.0,,90.46000000000001,90.77000000000001,85.52000000000001,83.88000000000001,89.55000000000001,1
209,Pune,Amravati,272051254,R.D. Kalwa College of Commerce,Science,A,English,Arts,84770,Open,62.599999999999994,63.28,61.08,,,55.98,56.44,62.14,56.9,63.779999999999994,60.89,2
210,Thane,Aurangabad,272065520,Elphinstone Kalwa College of Arts & Science,Science,U,Marathi,Commerce,62811,Open,72.98,71.9,,75.9,74.35000000000001,,75.62,71.08,76.7,76.13000000000001,78.37,2
211,Pune,Amravati,272057734,Tilak Andheri Junior College,Commerce,A,Semi-English,Commerce,71865,Open,66.67999999999999,63.139999999999986,,,70.36999999999999,70.11,74.13,71.89999999999999,71.66,66.97,73.36,2
212,Thane,Aurangabad,272074229,N.S. Kalwa Junior College,Commerce,G,English,Commerce,84728,Open,62.96,67.09,64.73,,65.92999999999999,64.6,70.24,63.72,65.89,65.2,71.23,1
213,Nashik,Konkan,272068077,R.D. Kalwa College of Arts & Science,Commerce,U,English,Commerce,21965,Reserved,78.64999999999999,80.16999999999999,77.83999999999999,,80.1,81.53999999999999,83.02,,79.91999999999999,79.72999999999999,85.02999999999999,1
214,Nagpur,Nashik,272054553,Wilson Andheri College of Arts & Science,Science,G,Marathi,Arts,43049,Reserved,89.89,85.0,89.94999999999999,96.00999999999999,93.86,94.44999999999999,87.17999999999999,,89.08,93.27999999999999,93.55,2
215,Nashik,Aurangabad,272080453,Elphinstone Borivali Vidyalaya,Commerce,U,Semi-English,General,60384,Reserved,52.52,56.06,59.27,60.6,54.71,,52.19,59.39,58.52,56.92,60.26,2
216,Nashik,Aurangabad,272013825,Rajmata Airoli Vidyalaya,Science,G,Marathi,Arts,41780,Reserved,85.86,77.98,86.82,,82.94,86.17999999999999,86.94,86.89999999999999,88.63,83.82,87.47,2
217,Nagpur,Nagpur,272084869,Rajmata Borivali Vidyalaya,Science,A,Marathi,Science,76238,Reserved,84.72,84.05,82.42999999999999,90.3,,91.80999999999999,89.94999999999999,89.55999999999999,87.61999999999999,89.14999999999999,89.66999999999999,2
218,Thane,Aurangabad,272069063,Shree Airoli College of Commerce,Commerce,A,English,Science,64154,Open,57.15,57.839999999999996,58.36,52.599999999999994,56.5,59.73,61.269999999999996,58.8,61.269999999999996,53.82,58.849999999999994,3
219,Thane,Konkan,272050438,Wilson Airoli Vidyalaya,Commerce,U,Marathi,General,93043,Reserved,95.99000000000001,91.53,87.74000000000001,91.47,90.31,92.76,93.65,87.42,91.88000000000001,96.57000000000001,96.66,3
220,Pune,Pune,272051803,Pt. Andheri Institute,Arts,G,English,Science,60769,Open,85.05,84.62,86.19,,82.74,86.18,80.82,78.2,85.19,83.17999999999999,85.39,1
221,Mumbai,Aurangabad,272038931,K.C. Ghatkopar Vidyalaya,Commerce,A,Marathi,Arts,47176,Reserved,60.68000000000001,67.36,66.43,,,61.14000000000001,68.31,65.05000000000001,68.97,66.95,66.67,1
222,Thane,Konkan,272035203,Pt. Thane Institute,Commerce,A,Marathi,Science,98968,Reserved,68.22,66.05,,71.8,68.08,,72.54,,74.16,70.7,71.12,2
223,Nagpur,Nagpur,272076377,R.D. Pune Vidyalaya,Science,U,Semi-English,Science,41465,Reserved,79.21000000000001,80.41,,81.4,85.45,81.69,77.46000000000001,77.12,79.06,80.28,82.22,1
224,Mumbai,Nagpur,272089771,Rajmata Airoli Vidyalaya,Science,A,English,Commerce,30416,Open,83.58,79.1,87.66,87.50999999999999,83.97,,86.78,,81.71,86.11,86.1,1
225,Nagpur,Nashik,272013786,Elphinstone Thane College of Commerce,Science,A,English,Arts,13007,Open,94.03,84.33999999999999,87.91,,92.07,,90.14,,88.61,94.61,94.16,1
226,Nagpur,Aurangabad,272065725,Pt. Ghatkopar College of Arts & Science,Science,A,Marathi,Commerce,37219,Reserved,80.94,79.89,77.52,,,86.34,80.13,,81.14,82.36999999999999,83.52,1
227,Nagpur,Pune,272027151,Elphinstone Pune Vidyalaya,Arts,G,Marathi,General,22008,Reserved,77.62,74.58000000000001,,78.30000000000001,72.98,,78.84,,73.39,74.18,77.24000000000001,2
228,Mumbai,Konkan,272041787,Elphinstone Airoli College of Commerce,Science,U,Marathi,Arts,74861,Reserved,62.81999999999999,66.02,,68.11,,69.16,68.72,,63.489999999999995,61.949999999999996,66.39999999999999,1
229,Nashik,Nashik,272058434,Elphinstone Kalwa Institute,Arts,G,English,Commerce,28180,Reserved,76.01,67.2,74.35000000000001,72.42,76.44,76.09,76.62,73.24000000000001,76.25,76.17,72.72,1
230,Nagpur,Pune,272043828,Elphinstone Thane Vidyalaya,Commerce,U,English,Arts,96166,Open,59.550000000000004,54.080000000000005,50.88,,52.68,52.0,50.64,52.38,59.32,57.230000000000004,59.230000000000004,3
231,Pune,Nashik,272063010,Elphinstone Bhandup Junior College,Arts,A,Marathi,Science,63433,Open,96.44000000000001,91.5,97.33000000000001,,,,98.21000000000001,97.46000000000001,92.97000000000001,90.42,97.80000000000001,3
232,Thane,Pune,272059972,S.M. Bhandup College of Arts & Science,Commerce,G,English,General,65480,Open,96.67999999999999,88.94999999999999,89.57,91.30999999999999,97.05999999999999,,89.88,92.35,88.71,94.53,96.92999999999999,3
233,Thane,Amravati,272027145,K.C. Borivali Vidyalaya,Commerce,A,Semi-English,Science,57823,Reserved,90.96,91.67,,94.23,,92.02,91.84,,89.21,89.52,92.53999999999999,1
234,Thane,Amravati,272093038,Rajmata Borivali Junior College,Commerce,U,English,Science,29169,Reserved,67.62,60.900000000000006,65.76,69.44000000000001,64.53,,69.7,68.05000000000001,69.97000000000001,71.5,67.13000000000001,1
235,Mumbai,Amravati,272034159,Elphinstone Kalwa Institute,Science,A,Marathi,Arts,77953,Open,97.15,91.78,95.98,,90.72,96.54,89.28,,91.33,95.36,92.51,1
236,Pune,Nashik,272064884,R.D. Mulund College of Arts & Science,Commerce,G,Marathi,General,28610,Reserved,82.42,82.58,84.50999999999999,,,80.61999999999999,88.81,80.74,81.08,88.41,89.44999999999999,1
237,Pune,Amravati,272054106,Dr. Kalwa Institute,Science,G,Marathi,Arts,50681,Open,65.63000000000001,69.23,62.52,61.910000000000004,71.17,65.11,64.76,66.55000000000001,68.61,66.11,67.17,1
238,Pune,Konkan,272047904,S.M. Ghatkopar College of Commerce,Science,U,English,Science,61491,Open,94.08,90.47999999999999,91.14999999999999,92.72,,,89.89,93.25999999999999,89.5,85.49,89.42999999999999,3
239,Pune,Konkan,272017103,Elphinstone Mulund Junior College,Commerce,A,Semi-English,General,80611,Open,62.989999999999995,60.68,62.61,65.92999999999999,,,63.779999999999994,65.5,58.29,56.94,62.959999999999994,3
240,Pune,Amravati,272024208,Wilson Pune College of Arts & Science,Science,U,English,General,53656,Open,74.53999999999999,71.38,72.66,,72.99,,77.21,68.88,76.84,72.34,74.00999999999999,3
241,Nashik,Pune,272061968,Gokhale Thane Vidyalaya,Arts,A,Marathi,Science,44585,Reserved,71.3,65.39999999999999,,65.73,70.82,71.83,72.67999999999999,71.02,71.08,72.59,71.12,2
242,Pune,Pune,272092919,R.D. Thane College of Arts & Science,Arts,A,English,Arts,87626,Open,86.64,80.56,83.6,87.47,89.17999999999999,,85.66,90.02,86.86999999999999,83.91,90.8,2
